	192.8448	1176.00	268.272	13.
	233.280	194.400	46.	298.080
	2980.80	209.952	174.960	2604.00
	215.9999136	2159.9999136000	201.528	186.624
	1176.00	277.2144	13.	241.056
	200.880	46.	308.016	3080.16
	216.9504	180.792	2604.00	223.19991072000
	2231.9999107200	208.2456	192.8448	1176.00
	268.272	13.	233.280	194.400
	46.	298.080	2980.80	209.952
	174.960	2604.00	215.9999136	2159.9999136000
	201.528	186.624	421.919928	364.538880
	787.5838656	680.472576	871.9678512	753.380352
	843.839856	729.077760	871.9678512	753.380352
	843.839856	729.077760
 
	42.9600	37.4000	35.	164.032
	2.080512	15.0716160	0	15.8215680	0.64281599999998
	24.0252480	0	2.27664	0	31.98528	0
	0.362882	4.446144	48.07728	0	0
	-29.45568	24.47104	-35.	-140.418880
	-243.778464
	0	0	0	0	14.3458560	33.4817280	0	33.2156160
	25.84656	60.9603840	0	30.5605440	22.1616
	33.48864	0	27.19008	23.6770560	34.2031680
	0	2.731968	11.71584	33.38496	0
	31.3632	-418.3272
	0	0	0	0	20.4180480	61.3025280	0	58.0608
	44.6489280	115.412256	0	41.8098240	57.33504
	58.42368	0	32.45184	31.6319040	63.3977280
	0	46.7916480	17.44416	45.7488	0
	31.64832	-726.525504
	0	0	0	0	58.0366080	286.215552	0	412.376832
	129.473856	448.015968	0	391.849920	167.987520
	244.1664	0	176.359680	81.6108480	273.330720
	0	151.168896	35.04384	143.233920	0
	95.87808	-3094.74864
 
	134.1494136	116.651664	97.20972	149.054904
	1490.54904	104.9864976	87.4887480	108.01075679568
	1080.1079567957	100.7740764	93.3213312	1176.11760
	250.41223872000	13.0013	217.7497728	181.458144
	46.0046	278.2358208	2782.358208	195.97479552000
	163.3123296	2604.26040	201.62007935194	2016.2015193519
	188.11160928000	174.19981824000	1176.11760	277.24212144000
	13.0013	241.0801056	200.900088	46.0046
	308.0468016	3080.468016	216.97209504000	180.8100792
	2604.26040	223.22223071107	2232.2231107111	208.26642456000
	192.86408448000	1176.11760	268.2988272	13.0013
	233.303328	194.419440	46.0046	298.109808
	2981.09808	209.9729952	174.977496	2604.26040
	216.02151359136	2160.2159135914	201.5481528	186.6426624
	1176.11760	277.24212144000	13.0013	241.0801056
	200.900088	46.0046	308.0468016	3080.468016
	216.97209504000	180.8100792	2604.26040	223.22223071107
	2232.2231107111	208.26642456000	192.86408448000	1176.11760
	268.2988272	13.0013	233.303328	194.419440
	46.0046	298.109808	2981.09808	209.9729952
	174.977496	2604.26040	216.02151359136	2160.2159135914
	201.5481528	186.6426624	421.96211999280	364.57533388800
	787.66262398656	680.54062325760	872.05504798512	753.45569003520
	843.92423998560	729.15066777600	872.05504798512	753.45569003520
	843.92423998560	729.15066777600
 
	3	1
	3	2
	4	2
	1	3
	1	3
	2	3
	4	3
	2	4
	2	4
	3	4
	3	4
	1	5
	7	5
	2	6
	7	6
	8	6
	3	7
	5	7
	5	7
	6	7
	8	7
	4	8
	6	8
	6	8
	7	8
	7	8
	5	9
	11	9
	6	10
	11	10
	12	10
	7	11
	9	11
	9	11
	10	11
	12	11
	8	12
	10	12
	10	12
	11	12
	11	12
	9	13
	15	13
	10	14
	15	14
	16	14
	11	15
	13	15
	13	15
	14	15
	16	15
	12	16
	14	16
	14	16
	15	16
	15	16
	13	17
	19	17
	14	18
	19	18
	20	18
	15	19
	17	19
	17	19
	18	19
	20	19
	16	20
	18	20
	18	20
	19	20
	19	20
	17	21
	23	21
	18	22
	23	22
	24	22
	19	23
	21	23
	21	23
	22	23
	24	23
	20	24
	22	24
	22	24
	23	24
	23	24
	4	25
	4	25
	8	25
	8	25
	12	25
	12	25
	16	25
	16	25
	20	25
	20	25
	24	25
	24	25
 
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	-1.00000D+32	-1.00000D+32	-1.00000D+32
	1490.54904	1080.108	1007.740764	2782.358208
	2016.20160	1881.1160928000	3080.468016	2232.22320
	2082.6642456000	2981.09808	2160.216	2015.481528
	3080.468016	2232.22320	2082.6642456000	2981.09808
	2160.216	2015.481528
 
	4	1	1	10
	1	1	1	10
	4	2	1	10
	1	2	1	10
	4	3	1	10
	1	3	1	10
	4	4	1	10
	1	4	1	10
	8	1	2	10
	3	1	2	10
	8	2	2	10
	3	2	2	10
	8	3	2	10
	3	3	2	10
	8	4	2	10
	3	4	2	10
	10	1	3	10
	7	1	3	10
	10	2	3	10
	7	2	3	10
	10	3	3	10
	7	3	3	10
	10	4	3	10
	7	4	3	10
	18	1	4	10
	13	1	4	10
	18	2	4	10
	13	2	4	10
	18	3	4	10
	13	3	4	10
	18	4	4	10
	13	4	4	10
	23	1	5	10
	16	1	5	10
	23	2	5	10
	16	2	5	10
	23	3	5	10
	16	3	5	10
	23	4	5	10
	16	4	5	10
	25	1	6	10
	21	1	6	10
	25	2	6	10
	21	2	6	10
	25	3	6	10
	21	3	6	10
	25	4	6	10
	21	4	6	10
	33	1	7	10
	28	1	7	10
	33	2	7	10
	28	2	7	10
	33	3	7	10
	28	3	7	10
	33	4	7	10
	28	4	7	10
	38	1	8	10
	31	1	8	10
	38	2	8	10
	31	2	8	10
	38	3	8	10
	31	3	8	10
	38	4	8	10
	31	4	8	10
	40	1	9	10
	36	1	9	10
	40	2	9	10
	36	2	9	10
	40	3	9	10
	36	3	9	10
	40	4	9	10
	36	4	9	10
	48	1	10	10
	43	1	10	10
	48	2	10	10
	43	2	10	10
	48	3	10	10
	43	3	10	10
	48	4	10	10
	43	4	10	10
	53	1	11	10
	46	1	11	10
	53	2	11	10
	46	2	11	10
	53	3	11	10
	46	3	11	10
	53	4	11	10
	46	4	11	10
	55	1	12	10
	51	1	12	10
	55	2	12	10
	51	2	12	10
	55	3	12	10
	51	3	12	10
	55	4	12	10
	51	4	12	10
	63	1	13	10
	58	1	13	10
	63	2	13	10
	58	2	13	10
	63	3	13	10
	58	3	13	10
	63	4	13	10
	58	4	13	10
	68	1	14	10
	61	1	14	10
	68	2	14	10
	61	2	14	10
	68	3	14	10
	61	3	14	10
	68	4	14	10
	61	4	14	10
	70	1	15	10
	66	1	15	10
	70	2	15	10
	66	2	15	10
	70	3	15	10
	66	3	15	10
	70	4	15	10
	66	4	15	10
	78	1	16	10
	73	1	16	10
	78	2	16	10
	73	2	16	10
	78	3	16	10
	73	3	16	10
	78	4	16	10
	73	4	16	10
	83	1	17	10
	76	1	17	10
	83	2	17	10
	76	2	17	10
	83	3	17	10
	76	3	17	10
	83	4	17	10
	76	4	17	10
	85	1	18	10
	81	1	18	10
	85	2	18	10
	81	2	18	10
	85	3	18	10
	81	3	18	10
	85	4	18	10
	81	4	18	10
