	10.7136	5.3568	13.392	5.3568
	2.6784	-31.040	-69.816	17.592
	-1310.4288
	16.0704	8.0352	5.3568	18.144
	15.552	7.7760	34.8192	26.784
	18.7488	133.92	80.352	26.784
	120.96	96.768	48.384	80.352
	40.176	40.176	103.680	64.800
	25.920	66.960	26.784	18.7488
	38.880	25.920	12.960	18.7488
	10.7136	5.3568	13.392	8.0352
	2.6784	7.7760	5.1840	2.5920
	-1278.288
	66.960	40.176	18.7488	142.56
	64.800	25.920	133.92	66.960
	26.784	53.568	26.784	26.784
	72.576	145.152	24.192	133.92
	66.960	13.392	77.760	38.880
	25.920	80.352	40.176	13.392
	77.760	25.920	12.960	13.392
	5.3568	2.6784	13.392	8.0352
	5.3568	10.3680	5.1840	2.5920
	-1609.632
	147.312	53.568	26.784	64.800
	38.880	25.920	133.92	80.352
	40.176	80.352	80.352	26.784
	120.96	120.96	72.576	80.352
	53.568	26.784	181.44	77.760
	38.880	53.568	26.784	13.392
	51.840	25.920	12.960	26.784
	13.392	13.392	13.392	5.3568
	2.6784	7.7760	5.1840	2.5920
	-1847.4912

	374.986	5356.81	160.714	267.85
	5356.81	239.01	98.010	362.89
	5184.01	13.010	155.53	259.21
	5184.01	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	338.698
	4838.41	13.010	145.162	241.93
	4838.41	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	362.89
	5184.01	13.010	155.53	259.21
	5184.01	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	362.89
	5184.01	13.010	155.53	259.21
	5184.01	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	374.986
	5356.81	13.010	160.714	267.85
	5356.81	239.01	98.010	362.89
	5184.01	13.010	155.53	259.21
	5184.01	1071.37	3615.85	1036.81
	3499.21	1071.37	3615.85	1071.37
	3615.85	967.69	3265.93	1071.37
	3615.85	1036.81	3499.21	1071.37
	3615.85	1036.81	3499.21	1071.37
	3615.85	1071.37	3615.85	1036.81
	3499.21

	1	2
	1	2
	2	3
	2	3
	2	3
	1	4
	2	5
	4	5
	4	5
	3	6
	5	6
	5	6
	5	6
	4	7
	5	8
	7	8
	7	8
	6	9
	8	9
	8	9
	8	9
	7	10
	8	11
	10	11
	10	11
	9	12
	11	12
	11	12
	11	12
	10	13
	11	14
	13	14
	13	14
	12	15
	14	15
	14	15
	14	15
	13	16
	14	17
	16	17
	16	17
	15	18
	17	18
	17	18
	17	18
	16	19
	17	20
	19	20
	19	20
	18	21
	20	21
	20	21
	20	21
	19	22
	20	23
	22	23
	22	23
	21	24
	23	24
	23	24
	23	24
	22	25
	23	26
	25	26
	25	26
	24	27
	26	27
	26	27
	26	27
	25	28
	26	29
	28	29
	28	29
	27	30
	29	30
	29	30
	29	30
	28	31
	29	32
	31	32
	31	32
	30	33
	32	33
	32	33
	32	33
	31	34
	32	35
	34	35
	34	35
	33	36
	35	36
	35	36
	35	36
	3	37
	3	37
	6	37
	6	37
	9	37
	9	37
	12	37
	12	37
	15	37
	15	37
	18	37
	18	37
	21	37
	21	37
	24	37
	24	37
	27	37
	27	37
	30	37
	30	37
	33	37
	33	37
	36	37
	36	37

	-100D+32	-100D+32
	-49.900	-49.900

	3	1	1	-1000
	4	1	1	-1000
	11	1	2	-1000
	12	1	2	-1000
